0,0,0,0,0,0,0,0.950947588,0.040649003,0,0.322051438,0.807270233
0.25,0,0,0,0,0,0,0.875695978,0.048243721,0.247474678,0.186973714,0.746227709
0.5,0,0,0,0,0,0,0.790670916,0.053680849,0.492188248,0.062081286,0.687928669
0.75,0,0,0,0,0,0,0.684115165,0.058082334,0.680777485,0,0.606310014
1,0,0,0,0,0,0,0.55793316,0.061448175,0.809073388,0,0.503429355
0,0.4,0,0,0,0,0,0.937365268,0.043324415,0.118030591,0.238521117,0.651577503
0.25,0.4,0,0,0,0,0,0.833295862,0.049969794,0.318142676,0.16588416,0.600823045
0.5,0.4,0,0,0,0,0,0.725708542,0.054802796,0.520551128,0.093628471,0.542524005
0.75,0.4,0,0,0,0,0,0.614695886,0.058427548,0.723383316,0.023475201,0.495198903
1,0.4,0,0,0,0,0,0.491119252,0.061793389,0.882365806,0,0.403292181
0,1,0,0,0,0,0,0.944877204,0.052472599,0.337292746,0.039640955,0.743484225
0.25,1,0,0,0,0,0,0.820176425,0.056269958,0.506021132,0.012930424,0.598765432
0.5,1,0,0,0,0,0,0.688148863,0.059031673,0.661941798,0,0.46090535
0.75,1,0,0,0,0,0,0.551280864,0.06110296,0.805013737,0,0.303155007
1,1,0,0,0,0,0,0.415021227,0.063087943,0.947702948,0,0.165980796
0,0,0.5,0,0,0,0,0.944480446,0.042633986,0,0.32487282,0.771604938
0.25,0,0.5,0,0,0,0,0.85921733,0.050401312,0.217744912,0.223052539,0.706447188
0.5,0,0.5,0,0,0,0,0.775448666,0.055493225,0.46690086,0.093595791,0.657064472
0.75,0,0.5,0,0,0,0,0.676669356,0.059635799,0.687242855,0,0.600823045
1,0,0.5,0,0,0,0,0.549892214,0.06300164,0.817110677,0,0.495884774
0,0.4,0.5,0,0,0,0,0.927168609,0.045654613,0.101053869,0.26028606,0.596707819
0.25,0.4,0.5,0,0,0,0,0.82210731,0.051609562,0.303927063,0.184609854,0.543209877
0.5,0.4,0.5,0,0,0,0,0.714453864,0.056183654,0.506745582,0.112702753,0.500685871
