-1.411413578,-1.133647139,-1.226851606,-1.224408264,-1.224408264,-1.225081664,-1.226176954,1.887747562,-1.230345742,-1.05055398,-0.087172351,2.3436942
-0.704727541,-1.133647139,-1.226851606,-1.224408264,-1.224408264,-1.225081664,-1.226176954,1.531676321,-1.209158601,-0.168353517,-0.779513391,1.972668806
0.001958496,-1.133647139,-1.226851606,-1.224408264,-1.224408264,-1.225081664,-1.226176954,1.129359623,-1.193990534,0.704004113,-1.419649684,1.61831871
0.708644533,-1.133647139,-1.226851606,-1.224408264,-1.224408264,-1.225081664,-1.226176954,0.625165249,-1.181711623,1.376289105,-1.737847393,1.122228576
1.41533057,-1.133647139,-1.226851606,-1.224408264,-1.224408264,-1.225081664,-1.226176954,0.02810449,-1.172321867,1.833639757,-1.737847393,0.496904877
-1.411413578,-0.159808109,-1.226851606,-1.224408264,-1.224408264,-1.225081664,-1.226176954,1.823479519,-1.22288209,-0.629797228,-0.515307117,1.397371003
-0.704727541,-0.159808109,-1.226851606,-1.224408264,-1.224408264,-1.225081664,-1.226176954,1.331049889,-1.204343341,0.083564538,-0.887607928,1.088877978
0.001958496,-0.159808109,-1.226851606,-1.224408264,-1.224408264,-1.225081664,-1.226176954,0.821974397,-1.190860615,0.805112423,-1.25795455,0.734527882
0.708644533,-0.159808109,-1.226851606,-1.224408264,-1.224408264,-1.225081664,-1.226176954,0.296691093,-1.180748571,1.528170842,-1.61752522,0.446878981
1.41533057,-0.159808109,-1.226851606,-1.224408264,-1.224408264,-1.225081664,-1.226176954,-0.288041715,-1.171358815,2.094913376,-1.737847393,-0.111743523
-1.411413578,1.300950436,-1.226851606,-1.224408264,-1.224408264,-1.225081664,-1.226176954,1.859024065,-1.197361215,0.15183092,-1.534667631,1.955993507
-0.704727541,1.300950436,-1.226851606,-1.224408264,-1.224408264,-1.225081664,-1.226176954,1.268972091,-1.186767645,0.753315732,-1.671572488,1.076371504
0.001958496,1.300950436,-1.226851606,-1.224408264,-1.224408264,-1.225081664,-1.226176954,0.644251668,-1.17906323,1.309143442,-1.737847393,0.238437748
0.708644533,1.300950436,-1.226851606,-1.224408264,-1.224408264,-1.225081664,-1.226176954,-0.003372458,-1.173284919,1.819167868,-1.737847393,-0.720391923
1.41533057,1.300950436,-1.226851606,-1.224408264,-1.224408264,-1.225081664,-1.226176954,-0.648117976,-1.167747371,2.327827942,-1.737847393,-1.554156854
-1.411413578,-1.133647139,-0.001683848,-1.224408264,-1.224408264,-1.225081664,-1.226176954,1.857146712,-1.224808194,-1.05055398,-0.072711356,2.126915318
-0.704727541,-1.133647139,-0.001683848,-1.224408264,-1.224408264,-1.225081664,-1.226176954,1.453703603,-1.203139527,-0.274334517,-0.594591332,1.730876976
0.001958496,-1.133647139,-0.001683848,-1.224408264,-1.224408264,-1.225081664,-1.226176954,1.057331855,-1.188934512,0.613859354,-1.258122052,1.4307216
0.708644533,-1.133647139,-0.001683848,-1.224408264,-1.224408264,-1.225081664,-1.226176954,0.589933595,-1.177377889,1.399336927,-1.737847393,1.088877978
1.41533057,-1.133647139,-0.001683848,-1.224408264,-1.224408264,-1.225081664,-1.226176954,-0.009943192,-1.167988134,1.862291172,-1.737847393,0.451047806
